Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2023-10-05 16:21:10,"Push",1h 36m,"Bench Press (Barbell)",1,12.5,10.0,0,0.0,"","add pec deck?",
2023-10-05 16:21:10,"Push",1h 36m,"Bench Press (Barbell)",2,17.5,10.0,0,0.0,,,
2023-10-05 16:21:10,"Push",1h 36m,"Bench Press (Barbell)",3,20.0,7.0,0,0.0,,,
2023-10-05 16:21:10,"Push",1h 36m,"Shoulder Press (Machine)",1,7.5,10.0,0,0.0,"",,
2023-10-05 16:21:10,"Push",1h 36m,"Shoulder Press (Machine)",2,12.5,10.0,0,0.0,,,
2023-10-05 16:21:10,"Push",1h 36m,"Shoulder Press (Machine)",3,12.5,11.0,0,0.0,,,
2023-10-05 16:21:10,"Push",1h 36m,"Incline Bench Press (Dumbbell)",1,10.0,10.0,0,0.0,"change to smith machine?\ntry 20 degrees",,
2023-10-05 16:21:10,"Push",1h 36m,"Incline Bench Press (Dumbbell)",2,12.5,10.0,0,0.0,,,
2023-10-05 16:21:10,"Push",1h 36m,"Incline Bench Press (Dumbbell)",3,12.5,10.0,0,0.0,,,
2023-10-05 16:21:10,"Push",1h 36m,"Cable Crossover",1,5.0,10.0,0,0.0,"",,
2023-10-05 16:21:10,"Push",1h 36m,"Cable Crossover",2,10.0,10.0,0,0.0,,,
2023-10-05 16:21:10,"Push",1h 36m,"Cable Crossover",3,10.0,10.0,0,0.0,,,
2023-10-05 16:21:10,"Push",1h 36m,"Triceps Extension",1,15.0,10.0,0,0.0,"",,
2023-10-05 16:21:10,"Push",1h 36m,"Triceps Extension",2,25.0,10.0,0,0.0,,,
2023-10-05 16:21:10,"Push",1h 36m,"Triceps Extension",3,30.0,7.0,0,0.0,,,
2023-10-05 16:21:10,"Push",1h 36m,"Triceps Extension (Cable)",1,25.0,10.0,0,0.0,"height 13",,
2023-10-05 16:21:10,"Push",1h 36m,"Triceps Extension (Cable)",2,25.0,10.0,0,0.0,,,
2023-10-05 16:21:10,"Push",1h 36m,"Triceps Extension (Cable)",3,30.0,7.0,0,0.0,,,
2023-10-05 16:21:10,"Push",1h 36m,"Tricep Extension (Single Arm)",1,5.0,10.0,0,0.0,"",,
2023-10-05 16:21:10,"Push",1h 36m,"Tricep Extension (Single Arm)",2,5.0,10.0,0,0.0,,,
2023-10-05 16:21:10,"Push",1h 36m,"Tricep Extension (Single Arm)",3,10.0,8.0,0,0.0,,,
2023-10-05 16:21:10,"Push",1h 36m,"Lateral Raise (Cable)",1,2.5,12.0,0,0.0,"",,
2023-10-05 16:21:10,"Push",1h 36m,"Lateral Raise (Cable)",2,2.5,15.0,0,0.0,,,
2023-10-05 16:21:10,"Push",1h 36m,"Lateral Raise (Cable)",3,2.5,15.0,0,0.0,,,
2023-10-06 18:25:56,"Pull",1h 21m,"Pull Up",1,0,7.0,0,0.0,"","",
2023-10-06 18:25:56,"Pull",1h 21m,"Pull Up",2,0,7.0,0,0.0,,,
2023-10-06 18:25:56,"Pull",1h 21m,"Pull Up",3,0,4.0,0,0.0,,,
2023-10-06 18:25:56,"Pull",1h 21m,"Lat Pulldown (Cable)",1,5.0,10.0,0,0.0,"",,
2023-10-06 18:25:56,"Pull",1h 21m,"Lat Pulldown (Cable)",2,6.0,10.0,0,0.0,,,
2023-10-06 18:25:56,"Pull",1h 21m,"Lat Pulldown (Cable)",3,7.0,8.0,0,0.0,,,
2023-10-06 18:25:56,"Pull",1h 21m,"Seated Row (Cable)",1,55.0,10.0,0,0.0,"",,
2023-10-06 18:25:56,"Pull",1h 21m,"Seated Row (Cable)",2,75.0,10.0,0,0.0,,,
2023-10-06 18:25:56,"Pull",1h 21m,"Seated Row (Cable)",3,75.0,10.0,0,0.0,,,
2023-10-06 18:25:56,"Pull",1h 21m,"Face Pull (Cable)",1,25.0,10.0,0,0.0,"",,
2023-10-06 18:25:56,"Pull",1h 21m,"Face Pull (Cable)",2,45.0,10.0,0,0.0,,,
2023-10-06 18:25:56,"Pull",1h 21m,"Face Pull (Cable)",3,45.0,10.0,0,0.0,,,
2023-10-06 18:25:56,"Pull",1h 21m,"Bicep Curl (Barbell)",1,5.0,10.0,0,0.0,"",,
2023-10-06 18:25:56,"Pull",1h 21m,"Bicep Curl (Barbell)",2,6.25,10.0,0,0.0,,,
2023-10-06 18:25:56,"Pull",1h 21m,"Bicep Curl (Barbell)",3,7.5,6.0,0,0.0,,,
2023-10-06 18:25:56,"Pull",1h 21m,"Incline Curl (Dumbbell)",1,5.0,10.0,0,0.0,"",,
2023-10-06 18:25:56,"Pull",1h 21m,"Incline Curl (Dumbbell)",2,7.5,9.0,0,0.0,,,
2023-10-06 18:25:56,"Pull",1h 21m,"Incline Curl (Dumbbell)",3,7.5,8.0,0,0.0,,,
2023-10-06 18:25:56,"Pull",1h 21m,"Seated Palms Up Wrist Curl (Dumbbell)",1,7.5,10.0,0,0.0,"",,
2023-10-06 18:25:56,"Pull",1h 21m,"Seated Palms Up Wrist Curl (Dumbbell)",2,12.5,10.0,0,0.0,,,
2023-10-06 18:25:56,"Pull",1h 21m,"Seated Palms Up Wrist Curl (Dumbbell)",3,12.5,10.0,0,0.0,,,
2023-10-06 18:25:56,"Pull",1h 21m,"Seated Palms Down Wrist Curl",1,3.0,10.0,0,0.0,"",,
2023-10-06 18:25:56,"Pull",1h 21m,"Seated Palms Down Wrist Curl",2,5.0,10.0,0,0.0,,,
2023-10-06 18:25:56,"Pull",1h 21m,"Seated Palms Down Wrist Curl",3,5.0,10.0,0,0.0,,,
2023-10-09 17:17:48,"Legs",1h 10m,"Squat (Smith Machine)",1,15.0,10.0,0,0.0,"","",
2023-10-09 17:17:48,"Legs",1h 10m,"Squat (Smith Machine)",2,20.0,10.0,0,0.0,,,
2023-10-09 17:17:48,"Legs",1h 10m,"Squat (Smith Machine)",3,20.0,10.0,0,0.0,,,
2023-10-09 17:17:48,"Legs",1h 10m,"Seated Leg Press (Machine)",1,15.43,10.0,0,0.0,"",,
2023-10-09 17:17:48,"Legs",1h 10m,"Seated Leg Press (Machine)",2,22.05,10.0,0,0.0,,,
2023-10-09 17:17:48,"Legs",1h 10m,"Seated Leg Press (Machine)",3,24.25,20.0,0,0.0,,,
2023-10-09 17:17:48,"Legs",1h 10m,"Leg Extension (Machine)",1,13.23,10.0,0,0.0,"",,
2023-10-09 17:17:48,"Legs",1h 10m,"Leg Extension (Machine)",2,15.43,10.0,0,0.0,,,
2023-10-09 17:17:48,"Legs",1h 10m,"Leg Extension (Machine)",3,17.64,10.0,0,0.0,,,
2023-10-09 17:17:48,"Legs",1h 10m,"Seated Leg Curl (Machine)",1,17.64,10.0,0,0.0,"",,
2023-10-09 17:17:48,"Legs",1h 10m,"Seated Leg Curl (Machine)",2,22.05,10.0,0,0.0,,,
2023-10-09 17:17:48,"Legs",1h 10m,"Seated Leg Curl (Machine)",3,22.05,12.0,0,0.0,,,
2023-10-09 17:17:48,"Legs",1h 10m,"Calf Press on Seated Leg Press",1,13.23,10.0,0,0.0,"",,
2023-10-09 17:17:48,"Legs",1h 10m,"Calf Press on Seated Leg Press",2,15.43,10.0,0,0.0,,,
2023-10-09 17:17:48,"Legs",1h 10m,"Calf Press on Seated Leg Press",3,17.64,10.0,0,0.0,,,
2023-10-10 18:30:40,"Push",7m,"Bench Press (Barbell)",1,12.5,10.0,0,0.0,"","add pec deck?",
2023-10-10 18:30:40,"Push",7m,"Bench Press (Barbell)",2,17.5,10.0,0,0.0,,,
2023-10-24 18:04:14,"Push",1h 16m,"Bench Press (Barbell)",1,12.5,10.0,0,0.0,"","add pec deck?",
2023-10-24 18:04:14,"Push",1h 16m,"Bench Press (Barbell)",2,17.5,5.0,0,0.0,,,
2023-10-24 18:04:14,"Push",1h 16m,"Bench Press (Barbell)",3,17.5,6.0,0,0.0,,,
2023-10-24 18:04:14,"Push",1h 16m,"Shoulder Press (Machine)",1,7.5,10.0,0,0.0,"",,
2023-10-24 18:04:14,"Push",1h 16m,"Shoulder Press (Machine)",2,12.5,9.0,0,0.0,,,
2023-10-24 18:04:14,"Push",1h 16m,"Shoulder Press (Machine)",3,12.5,8.0,0,0.0,,,
2023-10-24 18:04:14,"Push",1h 16m,"Incline Bench Press (Dumbbell)",1,10.0,10.0,0,0.0,"",,
2023-10-24 18:04:14,"Push",1h 16m,"Incline Bench Press (Dumbbell)",2,12.5,10.0,0,0.0,,,
2023-10-24 18:04:14,"Push",1h 16m,"Incline Bench Press (Dumbbell)",3,12.5,8.0,0,0.0,,,
2023-10-24 18:04:14,"Push",1h 16m,"Cable Crossover",1,5.0,10.0,0,0.0,"",,
2023-10-24 18:04:14,"Push",1h 16m,"Cable Crossover",2,7.5,10.0,0,0.0,,,
2023-10-24 18:04:14,"Push",1h 16m,"Cable Crossover",3,10.0,8.0,0,0.0,,,
2023-10-24 18:04:14,"Push",1h 16m,"Triceps Extension",1,15.0,10.0,0,0.0,"",,
2023-10-24 18:04:14,"Push",1h 16m,"Triceps Extension",2,25.0,10.0,0,0.0,,,
2023-10-24 18:04:14,"Push",1h 16m,"Triceps Extension",3,30.0,7.0,0,0.0,,,
2023-10-24 18:04:14,"Push",1h 16m,"Triceps Extension (Cable)",1,15.0,10.0,0,0.0,"height 13",,
2023-10-24 18:04:14,"Push",1h 16m,"Triceps Extension (Cable)",2,25.0,10.0,0,0.0,,,
2023-10-24 18:04:14,"Push",1h 16m,"Triceps Extension (Cable)",3,30.0,7.0,0,0.0,,,
2023-10-24 18:04:14,"Push",1h 16m,"Tricep Extension (Single Arm)",1,5.0,10.0,0,0.0,"",,
2023-10-24 18:04:14,"Push",1h 16m,"Tricep Extension (Single Arm)",2,5.0,10.0,0,0.0,,,
2023-10-24 18:04:14,"Push",1h 16m,"Tricep Extension (Single Arm)",3,10.0,7.0,0,0.0,,,
2023-10-24 18:04:14,"Push",1h 16m,"Lateral Raise (Cable)",1,2.5,10.0,0,0.0,"",,
2023-10-24 18:04:14,"Push",1h 16m,"Lateral Raise (Cable)",2,2.5,12.0,0,0.0,,,
2023-10-24 18:04:14,"Push",1h 16m,"Lateral Raise (Cable)",3,2.5,12.0,0,0.0,,,
2023-11-01 17:15:24,"Pull",1h 3m,"Pull Up",1,0,7.0,0,0.0,"","",
2023-11-01 17:15:24,"Pull",1h 3m,"Pull Up",2,0,6.0,0,0.0,,,
2023-11-01 17:15:24,"Pull",1h 3m,"Pull Up",3,0,4.0,0,0.0,,,
2023-11-01 17:15:24,"Pull",1h 3m,"Lat Pulldown (Cable)",1,5.0,10.0,0,0.0,"",,
2023-11-01 17:15:24,"Pull",1h 3m,"Lat Pulldown (Cable)",2,6.0,10.0,0,0.0,,,
2023-11-01 17:15:24,"Pull",1h 3m,"Lat Pulldown (Cable)",3,7.0,8.0,0,0.0,,,
2023-11-01 17:15:24,"Pull",1h 3m,"Seated Row (Cable)",1,55.0,10.0,0,0.0,"",,
2023-11-01 17:15:24,"Pull",1h 3m,"Seated Row (Cable)",2,75.0,10.0,0,0.0,,,
2023-11-01 17:15:24,"Pull",1h 3m,"Seated Row (Cable)",3,75.0,10.0,0,0.0,,,
2023-11-01 17:15:24,"Pull",1h 3m,"Face Pull (Cable)",1,25.0,10.0,0,0.0,"",,
2023-11-01 17:15:24,"Pull",1h 3m,"Face Pull (Cable)",2,45.0,10.0,0,0.0,,,
2023-11-01 17:15:24,"Pull",1h 3m,"Face Pull (Cable)",3,45.0,8.0,0,0.0,,,
2023-11-01 17:15:24,"Pull",1h 3m,"Bicep Curl (Barbell)",1,5.0,10.0,0,0.0,"",,
2023-11-01 17:15:24,"Pull",1h 3m,"Bicep Curl (Barbell)",2,6.25,8.0,0,0.0,,,
2023-11-01 17:15:24,"Pull",1h 3m,"Bicep Curl (Barbell)",3,6.25,8.0,0,0.0,,,
2023-11-01 17:15:24,"Pull",1h 3m,"Incline Curl (Dumbbell)",1,5.0,10.0,0,0.0,"",,
2023-11-01 17:15:24,"Pull",1h 3m,"Incline Curl (Dumbbell)",2,7.5,8.0,0,0.0,,,
2023-11-01 17:15:24,"Pull",1h 3m,"Incline Curl (Dumbbell)",3,7.5,6.0,0,0.0,,,
2023-11-01 17:15:24,"Pull",1h 3m,"Seated Palms Up Wrist Curl (Dumbbell)",1,7.5,10.0,0,0.0,"",,
2023-11-01 17:15:24,"Pull",1h 3m,"Seated Palms Up Wrist Curl (Dumbbell)",2,12.5,10.0,0,0.0,,,
2023-11-01 17:15:24,"Pull",1h 3m,"Seated Palms Up Wrist Curl (Dumbbell)",3,12.5,10.0,0,0.0,,,
2023-11-01 17:15:24,"Pull",1h 3m,"Seated Palms Down Wrist Curl",1,3.0,10.0,0,0.0,"",,
2023-11-01 17:15:24,"Pull",1h 3m,"Seated Palms Down Wrist Curl",2,5.0,10.0,0,0.0,,,
2023-11-01 17:15:24,"Pull",1h 3m,"Seated Palms Down Wrist Curl",3,5.0,10.0,0,0.0,,,
2024-01-10 19:20:55,"Push",1h 17m,"Bench Press (Barbell)",1,10.0,10.0,0,0.0,"","add pec deck?",
2024-01-10 19:20:55,"Push",1h 17m,"Bench Press (Barbell)",2,12.5,10.0,0,0.0,,,
2024-01-10 19:20:55,"Push",1h 17m,"Bench Press (Barbell)",3,15.0,10.0,0,0.0,,,
2024-01-10 19:20:55,"Push",1h 17m,"Shoulder Press (Machine)",1,7.5,10.0,0,0.0,"",,
2024-01-10 19:20:55,"Push",1h 17m,"Shoulder Press (Machine)",2,10.0,10.0,0,0.0,,,
2024-01-10 19:20:55,"Push",1h 17m,"Shoulder Press (Machine)",3,10.0,10.0,0,0.0,,,
2024-01-10 19:20:55,"Push",1h 17m,"Incline Bench Press (Dumbbell)",1,7.5,10.0,0,0.0,"change to smith machine?\ntry 20 degrees",,
2024-01-10 19:20:55,"Push",1h 17m,"Incline Bench Press (Dumbbell)",2,12.5,10.0,0,0.0,,,
2024-01-10 19:20:55,"Push",1h 17m,"Incline Bench Press (Dumbbell)",3,12.5,10.0,0,0.0,,,
2024-01-10 19:20:55,"Push",1h 17m,"Cable Crossover",1,5.0,10.0,0,0.0,"",,
2024-01-10 19:20:55,"Push",1h 17m,"Cable Crossover",2,5.0,10.0,0,0.0,,,
2024-01-10 19:20:55,"Push",1h 17m,"Cable Crossover",3,7.5,7.0,0,0.0,,,
2024-01-10 19:20:55,"Push",1h 17m,"Triceps Extension",1,15.0,10.0,0,0.0,"",,
2024-01-10 19:20:55,"Push",1h 17m,"Triceps Extension",2,20.0,10.0,0,0.0,,,
2024-01-10 19:20:55,"Push",1h 17m,"Triceps Extension",3,20.0,10.0,0,0.0,,,
2024-01-10 19:20:55,"Push",1h 17m,"Triceps Extension (Cable)",1,20.0,10.0,0,0.0,"",,
2024-01-10 19:20:55,"Push",1h 17m,"Triceps Extension (Cable)",2,20.0,10.0,0,0.0,,,
2024-01-10 19:20:55,"Push",1h 17m,"Triceps Extension (Cable)",3,20.0,7.0,0,0.0,,,
2024-01-10 19:20:55,"Push",1h 17m,"Tricep Extension (Single Arm)",1,5.0,10.0,0,0.0,"",,
2024-01-10 19:20:55,"Push",1h 17m,"Tricep Extension (Single Arm)",2,5.0,10.0,0,0.0,,,
2024-01-10 19:20:55,"Push",1h 17m,"Tricep Extension (Single Arm)",3,5.0,7.0,0,0.0,,,
2024-01-10 19:20:55,"Push",1h 17m,"Lateral Raise (Cable)",1,2.5,10.0,0,0.0,"",,
2024-01-10 19:20:55,"Push",1h 17m,"Lateral Raise (Cable)",2,2.5,12.0,0,0.0,,,
2024-01-10 19:20:55,"Push",1h 17m,"Lateral Raise (Cable)",3,2.5,15.0,0,0.0,,,
2024-01-11 16:45:45,"Pull",1h 14m,"Pull Up",1,0,5.0,0,0.0,"","",
2024-01-11 16:45:45,"Pull",1h 14m,"Pull Up",2,0,2.0,0,0.0,,,
2024-01-11 16:45:45,"Pull",1h 14m,"Pull Up",3,0,3.0,0,0.0,,,
2024-01-11 16:45:45,"Pull",1h 14m,"Lat Pulldown (Cable)",1,4.0,10.0,0,0.0,"",,
2024-01-11 16:45:45,"Pull",1h 14m,"Lat Pulldown (Cable)",2,5.0,10.0,0,0.0,,,
2024-01-11 16:45:45,"Pull",1h 14m,"Lat Pulldown (Cable)",3,6.0,14.0,0,0.0,,,
2024-01-11 16:45:45,"Pull",1h 14m,"Seated Row (Cable)",1,55.0,10.0,0,0.0,"",,
2024-01-11 16:45:45,"Pull",1h 14m,"Seated Row (Cable)",2,70.0,10.0,0,0.0,,,
2024-01-11 16:45:45,"Pull",1h 14m,"Seated Row (Cable)",3,75.0,10.0,0,0.0,,,
2024-01-11 16:45:45,"Pull",1h 14m,"Face Pull (Cable)",1,30.0,10.0,0,0.0,"",,
2024-01-11 16:45:45,"Pull",1h 14m,"Face Pull (Cable)",2,40.0,10.0,0,0.0,,,
2024-01-11 16:45:45,"Pull",1h 14m,"Face Pull (Cable)",3,45.0,10.0,0,0.0,,,
2024-01-11 16:45:45,"Pull",1h 14m,"Bicep Curl (Barbell)",1,5.0,10.0,0,0.0,"",,
2024-01-11 16:45:45,"Pull",1h 14m,"Bicep Curl (Barbell)",2,5.0,8.0,0,0.0,,,
2024-01-11 16:45:45,"Pull",1h 14m,"Bicep Curl (Barbell)",3,6.25,8.0,0,0.0,,,
2024-01-11 16:45:45,"Pull",1h 14m,"Hammer Curl (Dumbbell)",1,5.0,10.0,0,0.0,"",,
2024-01-11 16:45:45,"Pull",1h 14m,"Hammer Curl (Dumbbell)",2,7.5,9.0,0,0.0,,,
2024-01-11 16:45:45,"Pull",1h 14m,"Hammer Curl (Dumbbell)",3,7.5,9.0,0,0.0,,,
2024-01-11 16:45:45,"Pull",1h 14m,"Seated Palms Up Wrist Curl (Dumbbell)",1,7.5,10.0,0,0.0,"",,
2024-01-11 16:45:45,"Pull",1h 14m,"Seated Palms Up Wrist Curl (Dumbbell)",2,12.5,10.0,0,0.0,,,
2024-01-11 16:45:45,"Pull",1h 14m,"Seated Palms Up Wrist Curl (Dumbbell)",3,12.5,10.0,0,0.0,,,
2024-01-11 16:45:45,"Pull",1h 14m,"Seated Palms Down Wrist Curl",1,3.0,10.0,0,0.0,"",,
2024-01-11 16:45:45,"Pull",1h 14m,"Seated Palms Down Wrist Curl",2,5.0,10.0,0,0.0,,,
2024-01-11 16:45:45,"Pull",1h 14m,"Seated Palms Down Wrist Curl",3,5.0,10.0,0,0.0,,,
2024-01-12 18:45:06,"Legs",1h 3m,"Squat (Smith Machine)",1,15.0,10.0,0,0.0,"","",
2024-01-12 18:45:06,"Legs",1h 3m,"Squat (Smith Machine)",2,16.25,10.0,0,0.0,,,
2024-01-12 18:45:06,"Legs",1h 3m,"Squat (Smith Machine)",3,20.0,10.0,0,0.0,,,
2024-01-12 18:45:06,"Legs",1h 3m,"Seated Leg Press (Machine)",1,70.0,10.0,0,0.0,"",,
2024-01-12 18:45:06,"Legs",1h 3m,"Seated Leg Press (Machine)",2,90.0,10.0,0,0.0,,,
2024-01-12 18:45:06,"Legs",1h 3m,"Seated Leg Press (Machine)",3,100.0,6.0,0,0.0,,,
2024-01-12 18:45:06,"Legs",1h 3m,"Leg Extension (Machine)",1,60.0,10.0,0,0.0,"",,
2024-01-12 18:45:06,"Legs",1h 3m,"Leg Extension (Machine)",2,70.0,10.0,0,0.0,,,
2024-01-12 18:45:06,"Legs",1h 3m,"Leg Extension (Machine)",3,80.0,10.0,0,0.0,,,
2024-01-12 18:45:06,"Legs",1h 3m,"Seated Leg Curl (Machine)",1,60.0,10.0,0,0.0,"",,
2024-01-12 18:45:06,"Legs",1h 3m,"Seated Leg Curl (Machine)",2,80.0,10.0,0,0.0,,,
2024-01-12 18:45:06,"Legs",1h 3m,"Seated Leg Curl (Machine)",3,90.0,10.0,0,0.0,,,
2024-01-12 18:45:06,"Legs",1h 3m,"Calf Press on Seated Leg Press",1,40.0,10.0,0,0.0,"",,
2024-01-12 18:45:06,"Legs",1h 3m,"Calf Press on Seated Leg Press",2,60.0,10.0,0,0.0,,,
2024-01-12 18:45:06,"Legs",1h 3m,"Calf Press on Seated Leg Press",3,80.0,10.0,0,0.0,,,
2024-01-14 17:09:49,"Push",1h 32m,"Bench Press (Barbell)",1,10.0,10.0,0,0.0,"","add pec deck?",
2024-01-14 17:09:49,"Push",1h 32m,"Bench Press (Barbell)",2,15.0,10.0,0,0.0,,,
2024-01-14 17:09:49,"Push",1h 32m,"Bench Press (Barbell)",3,17.5,10.0,0,0.0,,,
2024-01-14 17:09:49,"Push",1h 32m,"Shoulder Press (Machine)",1,7.5,10.0,0,0.0,"",,
2024-01-14 17:09:49,"Push",1h 32m,"Shoulder Press (Machine)",2,10.0,10.0,0,0.0,,,
2024-01-14 17:09:49,"Push",1h 32m,"Shoulder Press (Machine)",3,12.5,12.0,0,0.0,,,
2024-01-14 17:09:49,"Push",1h 32m,"Incline Bench Press (Dumbbell)",1,10.0,10.0,0,0.0,"",,
2024-01-14 17:09:49,"Push",1h 32m,"Incline Bench Press (Dumbbell)",2,12.5,10.0,0,0.0,,,
2024-01-14 17:09:49,"Push",1h 32m,"Incline Bench Press (Dumbbell)",3,12.5,10.0,0,0.0,,,
2024-01-14 17:09:49,"Push",1h 32m,"Cable Crossover",1,5.0,10.0,0,0.0,"",,
2024-01-14 17:09:49,"Push",1h 32m,"Cable Crossover",2,5.0,10.0,0,0.0,,,
2024-01-14 17:09:49,"Push",1h 32m,"Cable Crossover",3,7.5,7.0,0,0.0,,,
2024-01-14 17:09:49,"Push",1h 32m,"Triceps Extension (Cable)",1,20.0,10.0,0,0.0,"",,
2024-01-14 17:09:49,"Push",1h 32m,"Triceps Extension (Cable)",2,25.0,6.0,0,0.0,,,
2024-01-14 17:09:49,"Push",1h 32m,"Triceps Extension (Cable)",3,20.0,10.0,0,0.0,,,
2024-01-14 17:09:49,"Push",1h 32m,"Tricep Extension (Single Arm)",1,5.0,10.0,0,0.0,"",,
2024-01-14 17:09:49,"Push",1h 32m,"Tricep Extension (Single Arm)",2,5.0,10.0,0,0.0,,,
2024-01-14 17:09:49,"Push",1h 32m,"Tricep Extension (Single Arm)",3,7.5,9.0,0,0.0,,,
2024-01-14 17:09:49,"Push",1h 32m,"Lateral Raise (Cable)",1,2.5,10.0,0,0.0,"increase reps",,
2024-01-14 17:09:49,"Push",1h 32m,"Lateral Raise (Cable)",2,2.5,12.0,0,0.0,,,
2024-01-14 17:09:49,"Push",1h 32m,"Lateral Raise (Cable)",3,2.5,15.0,0,0.0,,,
2024-01-17 16:13:33,"Pull",1h 13m,"Pull Up",1,0,6.0,0,0.0,"","",
2024-01-17 16:13:33,"Pull",1h 13m,"Pull Up",2,0,3.0,0,0.0,,,
2024-01-17 16:13:33,"Pull",1h 13m,"Lat Pulldown (Cable)",1,18.14,10.0,0,0.0,"",,
2024-01-17 16:13:33,"Pull",1h 13m,"Lat Pulldown (Cable)",2,27.22,10.0,0,0.0,,,
2024-01-17 16:13:33,"Pull",1h 13m,"Lat Pulldown (Cable)",3,31.75,8.0,0,0.0,,,
2024-01-17 16:13:33,"Pull",1h 13m,"Seated Row (Cable)",1,55.0,10.0,0,0.0,"",,
2024-01-17 16:13:33,"Pull",1h 13m,"Seated Row (Cable)",2,75.0,10.0,0,0.0,,,
2024-01-17 16:13:33,"Pull",1h 13m,"Seated Row (Cable)",3,75.0,10.0,0,0.0,,,
2024-01-17 16:13:33,"Pull",1h 13m,"Face Pull (Cable)",1,30.0,10.0,0,0.0,"",,
2024-01-17 16:13:33,"Pull",1h 13m,"Face Pull (Cable)",2,45.0,10.0,0,0.0,,,
2024-01-17 16:13:33,"Pull",1h 13m,"Face Pull (Cable)",3,45.0,10.0,0,0.0,,,
2024-01-17 16:13:33,"Pull",1h 13m,"Bicep Curl (Barbell)",1,5.0,10.0,0,0.0,"",,
2024-01-17 16:13:33,"Pull",1h 13m,"Bicep Curl (Barbell)",2,6.25,10.0,0,0.0,,,
2024-01-17 16:13:33,"Pull",1h 13m,"Bicep Curl (Barbell)",3,6.25,9.0,0,0.0,,,
2024-01-17 16:13:33,"Pull",1h 13m,"Hammer Curl (Dumbbell)",1,5.0,10.0,0,0.0,"change to concentrated curls/research best bicep exercises",,
2024-01-17 16:13:33,"Pull",1h 13m,"Hammer Curl (Dumbbell)",2,7.5,10.0,0,0.0,,,
2024-01-17 16:13:33,"Pull",1h 13m,"Hammer Curl (Dumbbell)",3,7.5,10.0,0,0.0,,,
2024-01-17 16:13:33,"Pull",1h 13m,"Seated Palms Up Wrist Curl (Dumbbell)",1,7.5,10.0,0,0.0,"",,
2024-01-17 16:13:33,"Pull",1h 13m,"Seated Palms Up Wrist Curl (Dumbbell)",2,12.5,10.0,0,0.0,,,
2024-01-17 16:13:33,"Pull",1h 13m,"Seated Palms Up Wrist Curl (Dumbbell)",3,12.5,10.0,0,0.0,,,
2024-01-17 16:13:33,"Pull",1h 13m,"Seated Palms Down Wrist Curl",1,3.0,10.0,0,0.0,"",,
2024-01-17 16:13:33,"Pull",1h 13m,"Seated Palms Down Wrist Curl",2,5.0,10.0,0,0.0,,,
2024-01-17 16:13:33,"Pull",1h 13m,"Seated Palms Down Wrist Curl",3,5.0,10.0,0,0.0,,,
2024-01-20 15:47:31,"Push",1h 12m,"Bench Press (Barbell)",1,12.5,10.0,0,0.0,"","add pec deck?",
2024-01-20 15:47:31,"Push",1h 12m,"Bench Press (Barbell)",2,17.5,9.0,0,0.0,,,
2024-01-20 15:47:31,"Push",1h 12m,"Bench Press (Barbell)",3,17.5,10.0,0,0.0,,,
2024-01-20 15:47:31,"Push",1h 12m,"Shoulder Press (Machine)",1,7.5,10.0,0,0.0,"",,
2024-01-20 15:47:31,"Push",1h 12m,"Shoulder Press (Machine)",2,12.5,10.0,0,0.0,,,
2024-01-20 15:47:31,"Push",1h 12m,"Shoulder Press (Machine)",3,12.5,10.0,0,0.0,,,
2024-01-20 15:47:31,"Push",1h 12m,"Incline Bench Press (Dumbbell)",1,10.0,10.0,0,0.0,"",,
2024-01-20 15:47:31,"Push",1h 12m,"Incline Bench Press (Dumbbell)",2,15.0,11.0,0,0.0,,,
2024-01-20 15:47:31,"Push",1h 12m,"Incline Bench Press (Dumbbell)",3,15.0,10.0,0,0.0,,,
2024-01-20 15:47:31,"Push",1h 12m,"Cable Crossover",1,5.0,10.0,0,0.0,"",,
2024-01-20 15:47:31,"Push",1h 12m,"Cable Crossover",2,7.5,10.0,0,0.0,,,
2024-01-20 15:47:31,"Push",1h 12m,"Cable Crossover",3,7.5,10.0,0,0.0,,,
2024-01-20 15:47:31,"Push",1h 12m,"Triceps Extension",1,15.0,10.0,0,0.0,"",,
2024-01-20 15:47:31,"Push",1h 12m,"Triceps Extension",2,20.0,10.0,0,0.0,,,
2024-01-20 15:47:31,"Push",1h 12m,"Triceps Extension",3,25.0,10.0,0,0.0,,,
2024-01-20 15:47:31,"Push",1h 12m,"Triceps Extension (Cable)",1,20.0,10.0,0,0.0,"",,
2024-01-20 15:47:31,"Push",1h 12m,"Triceps Extension (Cable)",2,20.0,10.0,0,0.0,,,
2024-01-20 15:47:31,"Push",1h 12m,"Triceps Extension (Cable)",3,20.0,15.0,0,0.0,,,
2024-01-20 15:47:31,"Push",1h 12m,"Tricep Extension (Single Arm)",1,5.0,10.0,0,0.0,"",,
2024-01-20 15:47:31,"Push",1h 12m,"Tricep Extension (Single Arm)",2,5.0,10.0,0,0.0,,,
2024-01-20 15:47:31,"Push",1h 12m,"Tricep Extension (Single Arm)",3,7.5,9.0,0,0.0,,,
2024-01-20 15:47:31,"Push",1h 12m,"Lateral Raise (Cable)",1,2.5,10.0,0,0.0,"",,
2024-01-20 15:47:31,"Push",1h 12m,"Lateral Raise (Cable)",2,2.5,12.0,0,0.0,,,
